question;answer;date;category
Vad kostar det att installera en laddstation till min elbil? ;En laddbox kostar ungefär mellan 12 000-20 000 kr för utrustning och installation. En laddstolpe kostar ungefär mellan 20 000-50 000 kr för utrustning och installation. Kostnaden  varierar beroende på laddboxen/laddstolpens typ, installationens komplexitet och behov av markarbeten och elarbeten. Privatpersoner kan utnyttja skattereduktion för grön teknik vid installation av laddplats läs mer här XXX;2024-03-25;Ladda elbil
Jag vill fixa laddplats, hur går jag tillväga? ;Energi & Klimatrådgivningen har tagit fram en steg för steg guide som gör det enklare för dig att fixa laddplats. Ta del av guiden här https://www.energiradgivningen.se/ladda-din-elbil-hemma/. Första steget är att undersöka förutsättningarna. Därefter behöver du välja typ av laddutrustning och ta in offerter. När du bestämt dig för typ av laddutrustning och leverantör beställer du laddutrustning och arbete. Slutligen kan installationen börja!;2024-03-25;Ladda elbil
Är det OK att installera laddbox inomhus i ett garage?;Ja, det är möjligt och vanligt att installera laddboxar inomhus i garage.;2024-03-25;Ladda elbil
Är det möjligt att uppgradera befintliga motorvärmare till laddstolpar? ;Ja det är möjligt att konvertera befintliga motorvärmare till laddstolpar. ;2024-03-25;Ladda elbil
Krävs det att branldarm i garadet som är kopplat till de boende för att installera elbilsladdare? ;Nej, det finns inte ett sådant krav.;2024-03-25;Ladda elbil
Är det möjligt att ladda sin elbil i befintlig motorvärmare?;Det är möjligt att använda motorvärmare för att ladda sin elbil men det är inte rekommenderat mer än i nödfall. Motorvärmaruttag är inte lämpat för normalladdning annat än kortare tid och under uppsikt. Komponenter och kablar är inte gjorda för flera timmars laddning och den värmealstring som kan uppstå. Den jordade kabeln, med så kallad schucko-kontakt, som ofta medföljer elbilen ska endast ses som en reservlösning av elsäkerhetsskäl. Laddning med schucko-kontakt kan på sikt leda till överbelastning med exempelvis varmgång i eluttag, i kopplingspunkter och i elcentralen med risk för brand. Det kan också finnas en risk att fastighetens jordfelsbrytare inte skyddar vid fel om den inte är anpassad för laddning av elbilar. Använd inte förlängningssladdar eller grenuttag vid laddning.;2024-03-25;Ladda elbil
Vi vill ha fler laddstolar på gatorna utanför våra bostäder men Stockholm stad äger marken, hur går vi till väga? ;Kontakta Stockholm stad eller din lokala kommun för att diskutera möjligheten att installera laddstolpar på kommunens mark.;2024-03-25;Ladda elbil
Hur många lägenheter kan utnyttja samma laddbox och kan det finnas möjlighet att ladda fler än en bil samtidigt? ;Ja det är möjligt att flera hushåll nyttjar samma elbilsladdare och det finns olika typer av laddstolpar/boxar med ett eller två uttag för laddning. ;2024-03-25;Ladda elbil
Kan flera användare på samma laddbox få strömmen debiterad till sin privata elmätare?;Ja, det är möjligt genom …;2024-03-25;Ladda elbil
Vad är snabbladdare? ;Snabbladdare har en hög effekt och därmed kortare laddningstider. Snabbladdning definieras som laddning med effekt över 50kW. Snabbladdare är ofta strategiskt placerade t.ex. utmed Sveriges större vägar. För hemmaladdning där bilen står placerad en längre tid räcker det vanligvis  med att installera en laddare med låg effekt . Det är också den mest kostnadseffektiva lösningen.;2024-03-25;Ladda elbil
Är det möjligt att teckna ett separat elnätsabonnemang för en enskild laddplats i en BRF?;Ja, det är möjligt att teckna elätsabbonemang till en enskild laddplats om varje hushålll använder sin egen laddstolpe. Då betalar man själv för elen man förbrukar direkt till elleverantören. ;2024-03-25;Ladda elbil
Hur bör en bostadsrättsförening bäst hantera debiteringen av för kostnaden att ladda bilen och vad gäller kring moms?;Det finns olika system för en BRF att  debitera för elen som används för att ladda elbilen. Ett exempel är att ha individuell mätning och debitering där varje hushåll som nyttjar laddningen betalar för varje kWh de använder direkt till BRF:en. Ett annat exempel är att lägga på en schablonavgift som läggs på parkeringsavgiften för varje bil som nyttjar laddplatsen. Ett sista exempel är att varje laddplats har sitt eget elnätsabonnemang om varje hushåll använder en egen laddstolpe. Då betalar men själv för den el man använder direkt till elleverantören.  Man kan också låta en leverantör av laddutrustning mäta och debitera varje användare separat. Momsregistrering kan vara nödvändig beroende på hur försäljningen av el hanteras och vilka volymer som är involverade. Från januari 2020 behöver el, vatten och gas som inte ingår i avgiften utan istället debiteras efter beläggas med moms. Det innebär att föreningen kan behöva momsregistreras för att kunna debitera de boende för den el som använts vid en laddplats. En bostadsrättsförening kan dock bli befriad från att betala moms på försäljning av exempelvis el, vatten och värme, om föreningens årsomsättning inte överstiger 80 000 kronor per år. När föreningen räknar ut årsomsättningen ska även intäkter i form av årsavgifter och hyror vara med i beräkningen Kontakta Skatteverket för att få mer information om hur detta påverkar er förening.;2024-03-25;Ladda elbil
Vi är en BRF som vill fixa laddplaster, hur får vi tillväga? ;Energi- & klimatrådgivningen har tagit fram en steg för steg guide för BRF:er som vill fixa laddplats https://www.energiradgivningen.se/faktablad-och-broschyrer/ ;2024-03-25;Ladda elbil
Kärävs det ändring i anläggningsbeslut för att anlägga laddstolpar? ;Om laddpunkter inte ingår i det ursprungliga anläggningsbeslutet behöver anläggningsbeslutet omprövas. Alla medlemmar i samfällighetsföreningen behöver inte vara överens för att en ansökan ska kunna skickas in eller för att en omprövning ska kunna genomföras.;2024-03-25;Ladda elbil
Vi är en samfällighet som vill fixa laddplaster, hur får vi tillväga? ;Energi- & klimatrådgivningen har tagit fram en steg för steg guide för samfälligheter som vill fixa laddplats https://www.energiradgivningen.se/faktablad-och-broschyrer/;2024-03-25;Ladda elbil
Vi önskar komma i kontakt med andra sammfäligheter som installerat laddstolpar.;Finns det goda exempel för samfälligheter?  På Energi- & klimatrådgivningens hemsida under goda exemepl kan ni hitta exempel där BRF:er fixat laddplatser.;2024-03-25;Ladda elbil
Kan de boende i en samfällighet betala för sin faktiska elanvändning av laddstolpar?;Ja, men för att varje fastighetsägare ska kunna betala för sin egen elanvändning krävs det dock att anläggningsbeslutet möjliggör detta.;2024-03-25;Ladda elbil
Vem betalar för laddningen av elbilen i en sammfällighet? ;Ett vanligt sätt är att installera elmätare på varje laddplats, som gör att varje boende i samfälligheten själv betalar för den el som nyttjas vid laddning.;2024-03-25;Ladda elbil
Krävs det bygglov för att installera solceller? ;Solenergianläggningar kräver i vissa fall bygglov. Den 1:a augusti 2018 infördes undantagskriterier för krav på bygglov vilket underlättat installationsprocessen. För att uppfylla dessa krav måste anläggningen bland annat följa byggnadens form och den får inte monteras på byggnader som anses särskilt värdefulla eller ligga inom eller i anslutning till områden som är av riksintresse för försvaret. Läs mer om reglerna på Boverkets hemsida eller kontakta din kommunala bygglovsavdelning.;2024-03-25;Lag och krav
Krävs det några tillstånd/bygglov för att byta värmesystem? ;För att byta värmesystem kan det krävas olika tillstånd beroende på värmesystemets typ och omfattning av arbete. Kontakta din kommun för att få reda på vilka regler som gäller.;2024-03-25;Lag och krav
Kommer det komma krav kring energiklasser? ; Det finns EU-direktiv som ställer krav på energieffektivitet och energiklasser för nya byggnader och vid större renoveringar. Det är troligt att dessa krav kommer att fortsätta utvecklas för att främja energieffektivitet.;2024-03-25;Lag och krav
krävs det bygglov för att installera en braskamin? ;Du behöver oftast göra en anmälan för att installera eller väsentligt ändra en eldstad eller rökkanal. För en ny skorsten behöver du generellt söka bygglov om den påverkar byggnadens yttre utseende väsentligt. ;2024-03-25;Lag och krav
Vilka tillstånd krävs för bergvärme? ;Du behöver oftast söka tillstånd hos kommunen för att borra för bergvärme. Information hittar du vanligtvis på kommunens hemsida. ;2024-03-25;Lag och krav
Vad innebär IMD? ;Individuell mätning och debitering (IMD) av uppvärmning eller varmvatten på lägenhetsnivå innebär att varje lägenhetsinnehavare betalar för sin egen energianvändning istället för att den ingår i hyran. Särskilda mätare läser av hur mycket värme eller varmvatten respektive lägenhet använder på liknande sätt som för hushållsel.;2024-03-25;Lag och krav
Vår fastighet är äldre och vi är osäkra på om rimliga förutsättningar för IMD finns eller om vi ska satsa på energieffektivisering?;Om det inte är tekniskt genomförbart eller om åtgärden inte är proportionell till möjliga energibesparingar, behöver IMD-utrustning inte installeras. Detsamma gäller för värme om fastighetsägaren har planerat andra konkreta energieffektiviserande åtgärder som medför lägre energianvändning än gällande gränsvärden.;2024-03-25;Lag och krav
Finns det lagstiftning avseende IMD?;Från 1 juli 2021 gäller krav på IMD av värme i vissa flerbostadshus. Regeringen har beslutat att krav på IMD värme enbart gäller i de flerbostadshus som har sämst energiprestanda. För Stockholmsregionen gäller kraven de fastigheter med en energiprestanda över 200 kWh/kvm. Krav på installation av IMD för tappvarmvatten gäller alla befintliga flerbostadshus vid en ombyggnad där det sker en väsentlig ändring av befintliga installationer för tappvarmvatten för hushållsbruk eller en väsentlig ändring av befintligt system samt i alla nya flerbostadshus. Det finns undantag från krav på IMD vilket det går att läsa mer om på Boverketshemsida https://www.boverket.se/sv/byggande/bygg-och-renovera-energieffektivt/IMD/. ;2024-03-25;Lag och krav
Vad innebär MEPS?;Minimum Energy Performance Standards (MEPS) syftar till att förbättra energiprestandan i byggnader.  MEPS innebär att krav ställs på befintliga byggnader att uppnå en viss energiprestanda till ett visst årtal.;2024-03-25;Lag och krav
Jag funderar på att installera vertikala vindturbiner på fastighetens tak, vilka tillstånd krävs och vart söker jag tillståndet? ;Bygglov krävs för uppförande, flyttning eller väsentlig ändring av vindkraftverk som uppfyller minst ett av följande kriterier: 1) är högre än 20 meter över markytan, 2) placeras på ett avstånd från gränsen som är mindre än kraftverkets höjd över marken, 3) monteras fast på en byggnad eller 4) har en vindturbin med en diameter som är större än tre meter. En bygganmälan måste däremot alltid göras. Bygglov och bygganmälan görs hos kommunen. Andra tillstånd, dispens eller anmälan enligt annan lagstiftning kan också krävas. Kontakta Länstyrelsen i din region för mer information. ;2024-03-25;Lag och krav
